	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	f1_score	specificity	diagnostic_odds_ratio	fall_out	prevalence_threshold	miss_rate	recall	negative_predictive_value	negative_likelyhood_ratio	balanced_accuracy	precision	false_discovery_rate	positive_likelyhood_ratio	matthews_correlation_coefficient	false_omission_rate	fowlkes_mallows_index	prevalence	accuracy	informedness	markedness	threat_score	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
1	test	0.001620319119467757	1.0	False	False	0.809575625680087	0.9944852941176471	390.0232558139549	0.005514705882352922	0.08240267256634168	0.3161764705882353	0.6838235294117647	0.758765778401122	0.31792975970425136	0.8391544117647058	0.992	0.008000000000000007	124.00000000000044	0.7136182816418088	0.24123422159887797	0.8236218435522886	0.5	0.8391544117647058	0.6783088235294117	0.7507657784011221	0.680073126142596	0.9857241092668685	0.9858799024568397	8.280616521835327	0.016991138458251953	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.717589378356934	0.022689104080200195	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.717589378356934	0.022689104080200195	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.719341278076172	0.015674591064453125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.719341278076172	0.015674591064453125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	10.312537670135498	0.01578044891357422	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	10.312537670135498	0.01578044891357422	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5170377101317583	1.0	inf	0.0	0.0	0.6513480392156863	0.3486519607843137	0.6055658627087199	0.6513480392156863	0.6743259803921569	1.0	0.0	inf	0.4594907239732264	0.39443413729128013	0.5904675780974885	0.5	0.6743259803921569	0.3486519607843137	0.6055658627087199	0.3486519607843137	1.0	0.9996936274509803	8.109390497207642	0.018274307250976562	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.109390497207642	0.018274307250976562	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9987760097919217	0.9975490196078431	inf	0.002450980392156854	0.04717201443912561	0.0	1.0	1.0	0.0	0.9987745098039216	0.9975550122249389	0.0024449877750610804	408.0000000000015	0.9975520159118911	0.0	0.9987767579519153	0.5	0.9987745098039216	0.9975490196078431	0.997555012224939	0.9975550122249389	0.9993452037677816	0.9988779455484591	8.156159400939941	0.04788637161254883	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.7884187082405345	1.0	inf	0.0	0.0	0.3492647058823529	0.6507352941176471	0.7411444141689374	0.3492647058823529	0.8253676470588236	1.0	0.0	inf	0.694470178148691	0.25885558583106266	0.8066816559942633	0.5	0.8253676470588235	0.6507352941176472	0.7411444141689374	0.6507352941176471	0.9918774667495674	0.9917064342765305	8.156159400939941	0.04788637161254883	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.387634992599487	0.012438774108886719	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.387634992599487	0.012438774108886719	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.128121137619019	0.036716461181640625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.128121137619019	0.036716461181640625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.428479671478271	0.009746789932250977	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.428479671478271	0.009746789932250977	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5448060633080696	1.0	inf	0.0	0.0	0.6256127450980392	0.3743872549019608	0.6151526573690163	0.6256127450980392	0.6871936274509804	1.0	0.0	inf	0.47990135938339706	0.3848473426309838	0.611871926878461	0.5	0.6871936274509803	0.3743872549019609	0.6151526573690163	0.3743872549019608	0.9996509192678297	0.9991770488188566	9.297275066375732	0.012900829315185547	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.297275066375732	0.012900829315185547	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.307178258895874	3.7670135498046875e-05	1.239776611328125e-05	3.337860107421875e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9984704802691955	0.9969362745098039	inf	0.0030637254901960675	0.05244789079599851	0.0	1.0	1.0	0.0	0.998468137254902	0.9969456322541234	0.0030543677458766405	326.40000000000117	0.9969409533709841	0.0	0.9984716481974455	0.5	0.9984681372549019	0.996936274509804	0.9969456322541235	0.9969456322541234	0.999413912317378	0.9989094161534064	9.292133331298828	0.008053779602050781	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.7789001122334456	1.0	inf	0.0	0.0	0.3621323529411765	0.6378676470588235	0.7341430499325237	0.3621323529411765	0.8189338235294117	1.0	0.0	inf	0.6843143282622739	0.2658569500674764	0.7986661674685008	0.5	0.8189338235294118	0.6378676470588234	0.7341430499325237	0.6378676470588235	0.9949549902681661	0.9941991792627327	9.292133331298828	0.008053779602050781	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.103681325912476	0.0162506103515625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.103681325912476	0.0162506103515625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.324811697006226	0.01627945899963379	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.324811697006226	0.01627945899963379	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.515751361846924	0.01607513427734375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.515751361846924	0.01607513427734375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5210693248753965	1.0	inf	0.0	0.0	0.647671568627451	0.35232843137254904	0.606917069542581	0.647671568627451	0.6761642156862745	1.0	0.0	inf	0.4624220356829482	0.3930829304574191	0.5935725999172713	0.5	0.6761642156862745	0.352328431372549	0.606917069542581	0.35232843137254904	1.0	0.9996936274509803	8.25216794013977	0.013591289520263672	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.003669724770642202	1.0	inf	0.0	0.0	0.9981617647058824	0.001838235294117647	0.500459981600736	0.9981617647058824	0.5009191176470589	1.0	0.0	inf	0.030330895164368973	0.49954001839926404	0.04287464628562721	0.5	0.5009191176470589	0.0018382352941177516	0.500459981600736	0.001838235294117647	1.0	0.9990808823529411	8.25216794013977	0.013591289520263672	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3101673126220703	1.7404556274414062e-05	6.4373016357421875e-06	2.86102294921875e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9984704802691955	0.9969362745098039	inf	0.0030637254901960675	0.05244789079599851	0.0	1.0	1.0	0.0	0.998468137254902	0.9969456322541234	0.0030543677458766405	326.40000000000117	0.9969409533709841	0.0	0.9984716481974455	0.5	0.9984681372549019	0.996936274509804	0.9969456322541235	0.9969456322541234	0.9993452037677816	0.9988487860258379	8.995151042938232	0.015775680541992188	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3209550380706787	3.4332275390625e-05	1.6450881958007812e-05	3.814697265625e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.801762114537445	1.0	inf	0.0	0.0	0.3308823529411765	0.6691176470588235	0.7513812154696132	0.3308823529411765	0.8345588235294117	1.0	0.0	inf	0.7090574242889122	0.24861878453038674	0.8179961167749047	0.5	0.8345588235294118	0.6691176470588234	0.7513812154696131	0.6691176470588235	0.9924079868620242	0.9927574874309014	8.995151042938232	0.015775680541992188	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3209550380706787	3.4332275390625e-05	1.6450881958007812e-05	3.814697265625e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.527372360229492	0.006581783294677734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3209550380706787	3.4332275390625e-05	1.6450881958007812e-05	3.814697265625e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.527372360229492	0.006581783294677734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3209550380706787	3.4332275390625e-05	1.6450881958007812e-05	3.814697265625e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.22202467918396	0.011324644088745117	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.3209550380706787	3.4332275390625e-05	1.6450881958007812e-05	3.814697265625e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
