	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	f1_score	specificity	diagnostic_odds_ratio	fall_out	prevalence_threshold	miss_rate	recall	negative_predictive_value	negative_likelyhood_ratio	balanced_accuracy	precision	false_discovery_rate	positive_likelyhood_ratio	matthews_correlation_coefficient	false_omission_rate	fowlkes_mallows_index	prevalence	accuracy	informedness	markedness	threat_score	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	4.215406894683838	0.006580829620361328	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	4.215406894683838	0.006580829620361328	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.868673801422119	0.0060367584228515625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.868673801422119	0.0060367584228515625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.5415549597855228	1.0	inf	0.0	0.0	0.6286764705882353	0.3713235294117647	0.6139954853273137	0.6286764705882353	0.6856617647058824	1.0	0.0	inf	0.477484000417425	0.3860045146726862	0.60936321632649	0.5	0.6856617647058824	0.3713235294117647	0.6139954853273137	0.3713235294117647	0.9999963392985871	0.9996899458384756	4.172176122665405	0.00759124755859375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	4.172176122665405	0.00759124755859375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.9933049300060864	0.9865196078431373	inf	0.013480392156862697	0.10402702392374653	0.0	1.0	1.0	0.0	0.9932598039215687	0.9866989117291415	0.013301088270858519	74.18181818181844	0.9866092557128597	0.0	0.9933271926858448	0.5	0.9932598039215687	0.9865196078431373	0.9866989117291416	0.9866989117291415	0.9939361889057093	0.9823789597265045	3.8949623107910156	0.006768703460693359	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7991218441273326	0.9944852941176471	364.6740740740753	0.005514705882352922	0.08322831934547524	0.3308823529411765	0.6691176470588235	0.7503467406380028	0.3327171903881701	0.8318014705882353	0.9918256130790191	0.008174386920980936	121.33333333333375	0.7017889688406904	0.24965325936199723	0.8146459479529179	0.5	0.8318014705882353	0.6636029411764706	0.742172353717022	0.6654478976234004	0.9834035061634948	0.9816526704642139	3.8949623107910156	0.006768703460693359	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.662601947784424	0.02244257926940918	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.662601947784424	0.02244257926940918	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.779569625854492	0.006285905838012695	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.779569625854492	0.006285905838012695	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.9884157180786133	0.01134634017944336	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.9884157180786133	0.01134634017944336	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.536322869955157	1.0	inf	0.0	0.0	0.633578431372549	0.36642156862745096	0.6121530382595649	0.633578431372549	0.6832107843137255	1.0	0.0	inf	0.47360962460567646	0.3878469617404351	0.6053276539424338	0.5	0.6832107843137255	0.366421568627451	0.612153038259565	0.36642156862745096	0.9997819536055844	0.9994242024155456	3.5107147693634033	0.006006717681884766	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.5107147693634033	0.006006717681884766	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.0698843002319336	1.621246337890625e-05	6.198883056640625e-06	3.0994415283203125e-06		336	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.9923989054423837	0.9846813725490197	inf	0.015318627450980338	0.11013696251850733	0.0	1.0	1.0	0.0	0.9923406862745099	0.9849124924562462	0.015087507543753764	65.28000000000023	0.9847969257225027	0.0	0.9924275754211217	0.5	0.9923406862745098	0.9846813725490198	0.9849124924562462	0.9849124924562462	0.994661477106161	0.9868136482117953	3.7402751445770264	0.02796483039855957	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7876106194690266	0.9926470588235294	255.63829787234133	0.007352941176470562	0.09584069468246124	0.34558823529411764	0.6544117647058824	0.7417582417582418	0.34814814814814815	0.8235294117647058	0.9888888888888889	0.011111111111111072	89.00000000000031	0.6875839387097933	0.25824175824175827	0.8044504477441833	0.5	0.8235294117647058	0.6470588235294117	0.7306471306471307	0.6496350364963503	0.9751627040981834	0.9742097552037161	3.7402751445770264	0.02796483039855957	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.616223096847534	0.013344526290893555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.616223096847534	0.013344526290893555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.7847087383270264	0.008082151412963867	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.7847087383270264	0.008082151412963867	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.926861524581909	0.014029979705810547	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.926861524581909	0.014029979705810547	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.5244122965641953	1.0	inf	0.0	0.0	0.6446078431372548	0.3553921568627451	0.6080476900149031	0.6446078431372548	0.6776960784313726	1.0	0.0	inf	0.4648606027937905	0.3919523099850969	0.5961477642856217	0.5	0.6776960784313726	0.35539215686274517	0.608047690014903	0.3553921568627451	0.9999609525182622	0.9996518714124809	3.983288049697876	0.008054733276367188	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.003669724770642202	1.0	inf	0.0	0.0	0.9981617647058824	0.001838235294117647	0.500459981600736	0.9981617647058824	0.5009191176470589	1.0	0.0	inf	0.030330895164368973	0.49954001839926404	0.04287464628562721	0.5	0.5009191176470589	0.0018382352941177516	0.500459981600736	0.001838235294117647	1.0	0.9990808823529411	3.983288049697876	0.008054733276367188	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.096233606338501	4.315376281738281e-05	1.7404556274414062e-05	5.4836273193359375e-06		378	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.9911934406316428	0.9822303921568627	inf	0.017769607843137303	0.11762320290342769	0.0	1.0	1.0	0.0	0.9911151960784313	0.9825406381697772	0.017459361830222786	56.27586206896537	0.9823855029160163	0.0	0.9912318791129436	0.5	0.9911151960784313	0.9822303921568627	0.9825406381697772	0.9825406381697772	0.9925124576485006	0.9774205220995141	3.8177525997161865	0.006375789642333984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7699115044247787	0.9779411764705882	78.71428571428557	0.022058823529411797	0.1566130288262324	0.3602941176470589	0.6397058823529411	0.7307692307692308	0.36842105263157904	0.8088235294117647	0.9666666666666667	0.033333333333333326	28.999999999999954	0.6563301233138935	0.2692307692307692	0.7863729095926286	0.5	0.8088235294117647	0.6176470588235294	0.6974358974358976	0.6258992805755396	0.9736902573529411	0.9723883231091326	3.8177525997161865	0.006375789642333984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.563453435897827	0.0072841644287109375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.563453435897827	0.0072841644287109375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.7302801609039307	0.011311769485473633	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.7302801609039307	0.011311769485473633	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.889441728591919	0.008523702621459961	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.889441728591919	0.008523702621459961	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
